r_id,rating_numeric,rating_count_floor,orders,revenue
889,3.9,100.0,1,2921.0
897,4.0,1000.0,1,
920,4.2,1000.0,1,5616.0
921,4.3,100.0,1,5537.0
931,4.2,100.0,1,713.0
939,4.2,500.0,1,583.0
972,4.2,500.0,1,3898.0
977,4.1,100.0,1,74.0
995,3.9,100.0,1,3125.0
997,4.1,1000.0,1,449.0
1010,4.2,500.0,1,6287.0
1012,4.1,50.0,1,1338.0
1015,3.9,50.0,1,13792.0
1050,4.3,500.0,1,79.0
1052,4.5,500.0,1,49569.0
1053,4.3,100.0,1,1106.0
1056,3.9,1000.0,1,69.0
1061,3.9,100.0,1,250.0
1063,4.0,1000.0,1,190.0
1065,4.1,20.0,1,88.0
1066,4.0,1000.0,1,208.0
1070,4.0,500.0,1,204.0
1077,4.1,1000.0,1,10898.0
1078,4.3,1000.0,1,366.0
1086,3.8,500.0,1,3042.0
1088,4.6,1000.0,1,472.0
1091,3.6,5000.0,1,
1093,4.2,100.0,1,2671.0
1100,3.7,1000.0,1,1222.0
1110,3.6,5000.0,1,130.0
1112,4.0,1000.0,1,194.0
1114,3.7,1000.0,1,13000.0
1115,4.3,1000.0,1,39000.0
1120,4.1,500.0,1,213.0
1123,4.2,100.0,1,222.0
1124,4.1,100.0,1,22903.0
1125,3.8,500.0,1,74.0
1128,3.6,1000.0,1,74.0
1130,4.1,100.0,1,106.0
1133,4.4,20.0,1,398.0
1138,3.9,20.0,1,38824.0
1139,3.8,20.0,1,1282.0
1151,3.8,100.0,1,926.0
1154,4.1,500.0,1,139.0
1168,3.8,100.0,1,139.0
1172,4.0,500.0,1,1292.0
1187,4.3,100.0,1,15593.0
1196,4.2,100.0,1,69.0
1198,4.2,1000.0,1,898.0
1200,3.6,500.0,1,69.0
1203,3.8,100.0,1,3917.0
1204,4.0,500.0,1,227.0
1205,3.9,500.0,1,468.0
1206,4.1,1000.0,1,65.0
1210,3.8,500.0,1,421.0
1214,4.3,1000.0,1,3310.0
1216,4.2,500.0,1,898.0
1221,3.8,100.0,1,8509.0
1222,3.8,100.0,1,1046.0
1267,4.0,500.0,1,2264.0
1271,4.2,1000.0,1,3639.0
1286,4.3,100.0,1,727.0
1294,4.2,500.0,1,125.0
1295,4.3,1000.0,1,69.0
1303,4.1,500.0,1,6963.0
1304,4.1,100.0,1,4926.0
1308,4.3,1000.0,1,83.0
1313,4.2,500.0,1,2176.0
1343,4.3,100.0,1,319.0
1360,4.3,100.0,1,1403.0
1365,3.8,500.0,1,792.0
1371,4.0,1000.0,1,231.0
1374,4.2,1000.0,1,7870.0
1382,3.8,100.0,1,111.0
1387,4.3,1000.0,1,6481.0
1389,3.9,500.0,1,12231.0
1407,4.0,100.0,1,333.0
1413,4.2,100.0,1,528.0
1425,4.1,100.0,1,398.0
1438,4.2,100.0,1,5944.0
1454,4.0,1000.0,1,671.0
1455,3.7,20.0,1,199.0
1460,4.1,100.0,1,861.0
1469,4.1,500.0,1,18667.0
1474,4.1,1000.0,1,3968.0
1480,4.0,50.0,1,736.0
1481,3.9,100.0,1,15486.0
1488,3.8,50.0,1,46588.0
1489,3.9,20.0,1,569.0
1491,4.1,20.0,1,14421.0
1508,3.5,50.0,1,241.0
1523,4.0,100.0,1,2694.0
1525,4.2,500.0,1,116.0
1531,4.2,1000.0,1,352.0
1535,3.7,500.0,1,1856.0
1540,4.0,100.0,1,940.0
1545,4.3,20.0,1,148.0
1547,4.1,100.0,1,69.0
1588,3.9,100.0,1,6579.0
1589,4.0,500.0,1,1856.0
1593,3.9,100.0,1,2329.0
1601,3.9,20.0,1,435.0
1617,4.0,100.0,1,5801.0
1624,4.0,1000.0,1,62806.0
1626,3.7,500.0,1,796.0
1627,3.9,100.0,1,125602.0
1628,3.1,50.0,1,194.0
1629,3.0,20.0,1,8296.0
1635,3.5,100.0,1,139.0
1641,4.3,100.0,1,
1644,4.1,100.0,1,125602.0
1667,3.3,20.0,1,2505.0
1673,3.8,500.0,1,97.0
1681,3.9,1000.0,1,319.0
1690,3.3,1000.0,1,347.0
1697,4.2,5000.0,1,6579.0
1698,4.3,50.0,1,2787.0
1708,3.9,100.0,1,130.0
1715,3.9,20.0,1,2579.0
1716,3.3,50.0,1,65.0
1720,3.7,50.0,1,7727.0
1730,4.1,100.0,1,8500.0
1731,4.0,50.0,1,176.0
1735,4.0,100.0,1,769.0
1744,4.3,20.0,1,3870.0
1745,4.3,20.0,1,5292.0
1754,4.4,500.0,1,569.0
1757,3.6,100.0,1,74.0
1790,4.3,500.0,1,3370.0
1804,4.3,20.0,1,46079.0
1805,4.1,100.0,1,46.0
1828,3.9,500.0,1,176.0
1843,4.0,1000.0,1,3431.0
1844,4.2,1000.0,1,162.0
1848,3.8,100.0,1,162.0
1853,4.2,1000.0,1,125.0
1854,3.5,5000.0,1,241.0
1862,3.7,500.0,1,366.0
1866,3.9,100.0,1,102.0
1874,4.2,100.0,1,380.0
1875,3.9,100.0,1,10718.0
1876,4.1,100.0,1,3190.0
1880,4.0,100.0,1,315.0
1883,3.9,50.0,1,324.0
1884,4.1,100.0,1,301.0
1899,4.0,20.0,1,569.0
1903,3.8,100.0,1,148.0
1934,4.1,100.0,1,343.0
1938,3.8,100.0,1,3255.0
1956,4.3,100.0,1,685.0
1968,3.7,500.0,1,171.0
1970,4.4,1000.0,1,1412.0
1971,3.8,100.0,1,333.0
1972,4.0,500.0,1,111.0
1988,4.5,20.0,1,63602.0
1997,4.2,20.0,1,78412.0
2008,4.3,100.0,1,389.0
2009,4.4,20.0,1,153.0
2040,4.1,50.0,1,259.0
2042,4.1,500.0,1,1426.0
2047,4.1,500.0,1,1676.0
2048,4.3,100.0,1,1704.0
2053,4.1,500.0,1,556.0
2055,4.1,500.0,1,185.0
2056,4.3,500.0,1,1222.0
2057,4.2,1000.0,1,3991.0
2072,4.0,1000.0,1,176.0
2085,4.4,1000.0,1,9060.0
2087,4.1,1000.0,1,222.0
2091,3.1,1000.0,1,106.0
2096,4.3,500.0,1,528.0
2102,4.1,100.0,1,500.0
2127,4.6,100.0,1,8343.0
2128,4.3,50.0,1,366.0
2144,4.2,50.0,1,14940.0
2147,4.2,100.0,1,3333.0
2148,4.7,20.0,1,5542.0
2170,3.9,500.0,1,222.0
2174,4.0,20.0,1,148.0
2185,4.0,500.0,1,204.0
2192,4.2,1000.0,1,1926.0
2213,4.0,100.0,1,67884.0
2221,3.8,100.0,1,79.0
2226,4.1,100.0,1,148.0
2243,4.1,500.0,1,73699.0
2245,4.0,100.0,1,856.0
2249,4.3,100.0,1,528.0
2250,4.1,100.0,1,2218.0
2281,3.6,20.0,1,46319.0
2283,3.2,20.0,1,2782.0
2300,4.2,50.0,1,88.0
2305,3.9,5000.0,1,69.0
2338,3.6,20.0,1,657.0
2341,4.4,1000.0,1,898.0
2344,4.0,100.0,1,898.0
2347,3.8,50.0,1,1171.0
2348,4.2,1000.0,1,204.0
2355,3.7,50.0,1,97.0
2363,3.6,50.0,1,1815.0
2364,3.9,100.0,1,6264.0
2365,4.4,1000.0,1,6935.0
2369,4.1,100.0,1,64667.0
2404,4.1,20.0,1,1171.0
2429,3.8,100.0,1,5130.0
2434,4.1,500.0,1,21741.0
2436,4.1,500.0,1,662.0
2438,3.8,100.0,1,
2456,3.9,50.0,1,78412.0
2473,4.3,100.0,1,352.0
2475,4.3,50.0,1,1958.0
2477,4.3,100.0,1,79.0
2483,4.5,20.0,1,310.0
2494,4.3,1000.0,1,449.0
2498,3.9,5000.0,1,375.0
2509,4.4,500.0,1,83.0
2516,4.4,100.0,1,926.0
2519,3.8,5000.0,1,208.0
2526,3.8,20.0,1,13764.0
2530,4.3,100.0,1,5981.0
2533,4.0,500.0,1,79.0
2535,4.3,5000.0,1,7940.0
2542,4.0,100.0,1,1000.0
2557,3.9,100.0,1,495.0
2563,4.2,500.0,1,458.0
2566,3.8,20.0,1,10532.0
2576,4.3,50.0,1,65.0
2582,4.0,100.0,1,54935.0
2583,4.3,100.0,1,968.0
2586,3.6,100.0,1,458.0
2592,3.7,20.0,1,5657.0
2598,4.2,500.0,1,
2611,4.0,100.0,1,2153.0
2617,4.2,100.0,1,324.0
2618,4.3,50.0,1,394.0
2636,4.3,100.0,1,273.0
2637,4.0,100.0,1,273.0
2647,4.3,100.0,1,315.0
2662,3.0,20.0,1,120.0
2666,3.9,100.0,1,1616.0
2675,4.3,500.0,1,505.0
2686,4.1,500.0,1,65.0
2698,4.4,100.0,1,116.0
2701,4.3,100.0,1,10204.0
2711,4.5,100.0,1,181.0
2712,4.2,100.0,1,139.0
2713,4.1,50.0,1,736.0
2720,4.5,100.0,1,106.0
2733,4.5,100.0,1,222.0
2743,3.8,100.0,1,255.0
2750,4.2,1000.0,1,1384.0
2763,4.1,1000.0,1,11333.0
2770,4.3,1000.0,1,486.0
2775,3.9,100.0,1,403.0
2776,4.1,1000.0,1,3667.0
2777,4.1,1000.0,1,560.0
2782,4.1,1000.0,1,3611.0
2785,2.9,1000.0,1,
2786,4.1,500.0,1,463.0
2787,4.1,100.0,1,426.0
2792,4.0,1000.0,1,4380.0
2795,4.3,5000.0,1,704.0
2796,4.2,1000.0,1,120.0
2804,4.2,1000.0,1,194.0
2807,3.7,1000.0,1,727.0
2810,3.2,50.0,1,7319.0
2811,4.4,100.0,1,171.0
2820,4.1,100.0,1,343.0
2821,4.2,100.0,1,88.0
2824,4.1,100.0,1,264.0
2827,4.1,50.0,1,1042.0
2832,4.1,100.0,1,1995.0
2840,4.3,50.0,1,954.0
2843,4.2,100.0,1,347.0
2846,3.8,50.0,1,1213.0
2856,4.0,20.0,1,7736.0
2864,4.1,100.0,1,97.0
2871,4.3,100.0,1,97.0
2884,4.0,1000.0,1,194.0
2894,4.1,100.0,1,278.0
2914,4.4,100.0,1,15472.0
2916,4.3,500.0,1,866.0
2931,4.2,500.0,1,13028.0
2933,3.8,1000.0,1,7282.0
2934,3.8,1000.0,1,106.0
2944,4.2,100.0,1,208.0
2971,4.1,500.0,1,93.0
2982,4.5,100.0,1,310.0
2986,3.7,500.0,1,3444.0
2997,4.4,500.0,1,1991.0
2998,4.2,100.0,1,1602.0
3001,4.1,500.0,1,1588.0
3002,3.9,100.0,1,74.0
3006,3.7,50.0,1,144.0
3007,4.2,100.0,1,102.0
3009,4.4,100.0,1,255.0
3010,4.3,1000.0,1,83.0
3016,4.2,500.0,1,569.0
3018,4.2,100.0,1,167.0
3019,4.4,100.0,1,88.0
3020,4.4,100.0,1,153.0
3022,4.3,1000.0,1,83.0
3025,4.3,50.0,1,194.0
3031,3.9,1000.0,1,88.0
3038,4.3,100.0,1,176.0
3046,4.3,500.0,1,148.0
3063,4.3,100.0,1,162.0
3065,3.7,500.0,1,889.0
3071,4.2,1000.0,1,102.0
3072,4.3,1000.0,1,88.0
3074,4.2,100.0,1,88.0
3075,4.1,100.0,1,176.0
3078,4.1,500.0,1,97.0
3083,3.9,20.0,1,102.0
3086,3.7,100.0,1,23.0
3089,4.3,100.0,1,264.0
3096,4.1,1000.0,1,167.0
3143,3.9,1000.0,1,435.0
3144,4.1,100.0,1,3185.0
3150,3.8,100.0,1,157.0
3163,4.4,1000.0,1,34241.0
3165,4.0,500.0,1,5023.0
3168,4.1,1000.0,1,167.0
3173,3.5,100.0,1,593.0
3174,3.4,100.0,1,6838.0
3182,2.6,50.0,1,7477.0
3186,3.9,500.0,1,79.0
3204,4.0,50.0,1,12213.0
3206,4.1,100.0,1,407.0
3207,4.0,50.0,1,222.0
3209,3.9,100.0,1,102.0
3210,4.1,100.0,1,1356.0
3224,4.2,100.0,1,9375.0
3241,4.5,1000.0,1,648.0
3250,4.0,50.0,1,83.0
3263,4.1,500.0,1,796.0
3265,3.0,20.0,1,546.0
3292,4.4,1000.0,1,93.0
3302,3.7,1000.0,1,5495.0
3307,3.8,100.0,1,1366.0
3311,3.4,100.0,1,208.0
3315,3.1,20.0,1,634.0
3324,4.0,1000.0,1,2866.0
3348,3.9,20.0,1,148.0
3350,4.2,20.0,1,449.0
3363,4.2,1000.0,1,2708.0
3368,4.4,5000.0,1,1315.0
3369,4.5,5000.0,1,4537.0
3380,4.0,100.0,1,463.0
3381,4.6,20.0,1,15065.0
3383,4.3,500.0,1,463.0
3402,3.7,50.0,1,588.0
3404,3.9,20.0,1,6236.0
3405,4.0,100.0,1,30880.0
3409,4.1,500.0,1,296.0
3414,4.2,1000.0,1,287.0
3415,4.2,500.0,1,7551.0
3422,4.1,100.0,1,129745.0
3434,4.3,100.0,1,435.0
3435,4.9,20.0,1,6157.0
3439,4.3,500.0,1,1213.0
3454,4.3,500.0,1,343.0
3491,3.9,50.0,1,241.0
3502,4.2,100.0,1,296.0
3528,3.7,1000.0,1,852.0
3531,3.9,100.0,1,583.0
3532,4.2,100.0,1,7977.0
3536,4.3,100.0,1,7977.0
3544,4.3,20.0,1,6491.0
3549,4.2,500.0,1,2130.0
3550,4.1,500.0,1,468.0
3551,4.2,500.0,1,7222.0
3563,3.6,100.0,1,74.0
3572,3.8,50.0,1,2981.0
3574,4.0,100.0,1,528.0
3581,4.4,100.0,1,222.0
3588,3.9,1000.0,1,903.0
3600,4.6,500.0,1,93.0
3608,4.1,1000.0,1,259.0
3609,4.0,100.0,1,764.0
3610,4.3,100.0,1,1389.0
3614,4.2,20.0,1,130.0
3622,3.7,1000.0,1,171.0
3627,4.3,100.0,1,144.0
3632,4.4,1000.0,1,130.0
3633,4.1,100.0,1,389.0
3638,4.3,500.0,1,144.0
3639,4.1,500.0,1,111.0
3642,4.5,500.0,1,167.0
3662,3.7,100.0,1,1190.0
3721,4.5,100.0,1,213.0
3740,3.9,50.0,1,102.0
3742,4.5,100.0,1,468.0
3749,4.2,100.0,1,35759.0
3752,4.3,50.0,1,1963.0
3759,4.6,100.0,1,269.0
3761,4.3,100.0,1,315.0
3772,4.5,50.0,1,394.0
3774,3.9,20.0,1,5477.0
3775,4.6,50.0,1,162.0
3796,4.2,500.0,1,384.0
3805,4.4,100.0,1,671.0
3808,4.3,50.0,1,176.0
3813,4.5,500.0,1,194.0
3816,4.3,100.0,1,454.0
3817,4.3,1000.0,1,65.0
3825,4.0,100.0,1,282.0
3830,4.4,100.0,1,431.0
3836,4.4,100.0,1,287.0
3854,4.3,1000.0,1,1495.0
3855,4.1,500.0,1,8644.0
3856,4.1,500.0,1,7977.0
3893,4.5,100.0,1,74.0
3894,3.9,20.0,1,65.0
3914,3.2,100.0,1,69.0
3916,3.8,5000.0,1,65.0
3919,3.6,10000.0,1,65.0
3933,4.0,1000.0,1,74.0
3945,4.0,100.0,1,
3948,3.7,100.0,1,134.0
3952,3.7,100.0,1,181.0
3954,3.4,100.0,1,1500.0
3964,4.3,100.0,1,1347.0
4006,4.0,100.0,1,338.0
4007,4.2,50.0,1,759.0
4036,4.4,50.0,1,176.0
4042,3.7,100.0,1,995.0
4046,4.4,1000.0,1,3264.0
4051,4.4,20.0,1,17602.0
4059,4.1,500.0,1,16532.0
4060,4.0,100.0,1,15949.0
4062,4.4,100.0,1,4852.0
4064,3.9,100.0,1,852.0
4065,4.0,100.0,1,171.0
4068,4.3,500.0,1,458.0
4070,4.3,100.0,1,500.0
4071,3.6,1000.0,1,88.0
4086,4.2,500.0,1,6060.0
4087,4.2,1000.0,1,222.0
4095,3.5,100.0,1,546.0
4121,3.9,500.0,1,11991.0
4123,3.7,1000.0,1,2236.0
4138,4.1,10000.0,1,26306.0
4160,3.9,50.0,1,194.0
4179,3.5,500.0,1,49519.0
4221,3.9,500.0,1,282.0
4245,4.2,100.0,1,352.0
4248,3.9,1000.0,1,16833.0
4252,3.8,1000.0,1,384.0
4256,3.6,1000.0,1,597.0
4293,4.0,1000.0,1,34241.0
4309,3.8,100.0,1,3634.0
4314,4.3,500.0,1,282.0
4320,3.9,10000.0,1,125.0
4326,4.2,50.0,1,241.0
4336,3.6,100.0,1,991.0
4338,3.9,50.0,1,35361.0
4339,4.0,100.0,1,3528.0
4353,4.0,100.0,1,93.0
4359,4.1,50.0,1,245.0
4361,4.0,20.0,1,26671.0
4364,3.5,100.0,1,221426.0
4377,3.7,50.0,1,102.0
4396,3.5,100.0,1,1431.0
4398,4.0,1000.0,1,26958.0
4405,3.5,100.0,1,310.0
4409,4.1,20.0,1,579.0
4419,4.6,100.0,1,97.0
4430,4.4,500.0,1,292.0
4440,3.9,50.0,1,21315.0
4474,3.8,100.0,1,12750.0
4477,4.3,100.0,1,1065.0
4481,3.8,100.0,1,11106.0
4483,4.3,1000.0,1,278.0
4484,4.3,500.0,1,106.0
4492,4.1,50.0,1,593.0
4497,4.0,100.0,1,22644.0
4507,3.2,100.0,1,3130.0
4517,4.1,100.0,1,370.0
4520,4.2,100.0,1,630.0
4530,4.2,100.0,1,7907.0
4539,3.5,50.0,1,5282.0
4558,3.9,50.0,1,250.0
4559,4.4,100.0,1,569.0
4560,4.5,100.0,1,93.0
4565,4.3,50.0,1,218.0
4575,4.0,100.0,1,125.0
4576,4.0,100.0,1,157.0
4583,4.1,500.0,1,1125.0
4586,4.2,100.0,1,250.0
4587,4.2,500.0,1,102.0
4597,4.3,500.0,1,88.0
4599,4.2,500.0,1,1588.0
4600,4.4,20.0,1,171.0
4603,4.7,20.0,1,218.0
4611,4.1,1000.0,1,88.0
4614,3.8,1000.0,1,815.0
4619,4.3,500.0,1,204.0
4621,4.4,1000.0,1,231.0
4622,4.3,1000.0,1,130.0
4623,4.3,500.0,1,1403.0
4630,4.2,100.0,1,681.0
4675,2.8,20.0,1,42.0
4676,4.2,100.0,1,74.0
4677,3.9,500.0,1,139.0
4689,4.3,100.0,1,79.0
4693,4.1,100.0,1,157.0
4698,4.4,100.0,1,37.0
4705,4.1,50.0,1,11875.0
4714,4.2,100.0,1,26819.0
4716,4.3,100.0,1,1227.0
4720,3.8,100.0,1,648.0
4725,4.3,100.0,1,1009.0
4737,3.4,100.0,1,1338.0
4739,4.3,100.0,1,3556.0
4749,4.1,100.0,1,46972.0
4767,4.2,100.0,1,852.0
4769,4.3,1000.0,1,898.0
4772,3.5,100.0,1,4810.0
4775,3.8,100.0,1,10042.0
4776,4.1,500.0,1,2583.0
4780,4.0,1000.0,1,4005.0
4781,3.7,20.0,1,4565.0
4782,3.6,50.0,1,569.0
4810,3.7,500.0,1,4537.0
4813,4.2,500.0,1,222.0
4839,3.3,20.0,1,361.0
4842,4.0,500.0,1,3185.0
4846,3.8,1000.0,1,356.0
4848,4.2,100.0,1,79.0
4853,3.8,100.0,1,972.0
4854,4.4,100.0,1,79.0
4856,4.4,100.0,1,157.0
4864,3.7,100.0,1,83.0
4872,4.1,100.0,1,250.0
4883,4.5,100.0,1,1347.0
4884,4.3,100.0,1,1194.0
4886,4.5,100.0,1,17602.0
4887,4.2,100.0,1,222.0
4893,4.1,500.0,1,444.0
4895,3.8,100.0,1,38412.0
4903,4.5,100.0,1,1500.0
4907,4.1,50.0,1,79.0
4910,4.5,100.0,1,269.0
4919,4.6,500.0,1,264.0
4922,4.5,50.0,1,83.0
4923,3.9,1000.0,1,72435.0
4925,4.4,100.0,1,1185.0
4946,4.3,100.0,1,79.0
4955,3.9,500.0,1,509.0
4968,4.3,500.0,1,722.0
4969,4.0,100.0,1,14940.0
4977,4.4,100.0,1,3588.0
4979,4.0,500.0,1,208.0
4981,4.0,500.0,1,574.0
4982,3.7,100.0,1,222.0
4983,4.5,100.0,1,2935.0
5001,4.2,500.0,1,296.0
5007,4.0,500.0,1,495.0
5014,3.4,100.0,1,333.0
5015,4.0,1000.0,1,347.0
5016,4.2,1000.0,1,162.0
5049,4.2,100.0,1,176.0
5065,3.8,20.0,1,83.0
5068,3.7,100.0,1,93.0
5070,3.7,50.0,1,4352.0
5093,3.9,1000.0,1,26269.0
5101,4.3,100.0,1,1662.0
5119,4.0,50.0,1,2972.0
5120,4.2,100.0,1,1940.0
5126,4.5,20.0,1,444.0
5128,4.2,100.0,1,458.0
5129,4.3,100.0,1,444.0
5139,4.0,100.0,1,3556.0
5140,4.0,1000.0,1,125.0
5150,4.2,50.0,1,106.0
5157,4.5,100.0,1,2009.0
5162,4.4,500.0,1,1653.0
5167,4.5,1000.0,1,380.0
5170,4.5,500.0,1,222.0
5175,4.4,50.0,1,574.0
5184,4.0,50.0,1,4412.0
5197,3.6,100.0,1,88.0
5198,4.2,100.0,1,153.0
5217,3.6,1000.0,1,273.0
5218,4.5,100.0,1,222.0
5246,4.5,500.0,1,125.0
5247,4.6,500.0,1,264.0
5251,4.3,5000.0,1,463.0
5255,4.5,100.0,1,301.0
5271,4.3,100.0,1,662.0
5287,3.9,500.0,1,13713.0
5290,4.4,100.0,1,333.0
5297,4.5,100.0,1,301.0
5300,3.8,1000.0,1,69.0
5305,3.1,100.0,1,125.0
5312,4.1,100.0,1,93.0
5317,3.7,20.0,1,
5323,4.0,100.0,1,5315.0
5326,3.8,20.0,1,105222.0
5338,4.1,100.0,1,6602.0
5340,3.8,100.0,1,1884.0
5343,3.9,500.0,1,338.0
5349,3.2,50.0,1,463.0
5350,4.0,50.0,1,102.0
5358,4.3,100.0,1,7620.0
5359,4.7,100.0,1,2620.0
5361,3.9,100.0,1,7245.0
5370,4.2,500.0,1,1731.0
5398,4.2,100.0,1,278.0
5400,4.1,500.0,1,46.0
5413,4.3,100.0,1,259.0
5414,4.2,100.0,1,273.0
5415,4.2,1000.0,1,569.0
5424,4.1,1000.0,1,940.0
5430,3.8,50.0,1,620.0
5447,4.1,100.0,1,78403.0
5452,2.5,20.0,1,111.0
5468,4.0,1000.0,1,2556.0
5471,3.6,20.0,1,1759.0
5481,4.0,1000.0,1,190.0
5494,4.2,100.0,1,97991.0
5500,4.1,100.0,1,46931.0
5501,4.1,100.0,1,389.0
5538,3.9,1000.0,1,194.0
5544,3.9,100.0,1,1917.0
5547,3.9,100.0,1,1644.0
5549,4.5,500.0,1,778.0
5550,3.7,500.0,1,352.0
5551,4.5,100.0,1,2583.0
5570,4.2,100.0,1,
5572,4.2,100.0,1,
5573,4.4,50.0,1,3306.0
5581,3.9,100.0,1,3176.0
5582,4.5,100.0,1,1324.0
5589,3.9,50.0,1,218.0
5596,4.6,50.0,1,875.0
5622,4.2,500.0,1,394.0
5624,4.2,100.0,1,292.0
5633,4.1,100.0,1,343.0
5634,3.7,100.0,1,227.0
5663,3.8,1000.0,1,843.0
5671,4.2,100.0,1,83.0
5673,4.4,20.0,1,1014.0
5674,4.1,20.0,1,562731.0
5675,3.5,20.0,1,198968.0
5677,4.2,20.0,1,2148.0
5679,4.1,100.0,1,287.0
5682,4.1,100.0,1,1032.0
5686,4.5,100.0,1,204.0
5687,4.4,100.0,1,3213.0
5688,4.1,500.0,1,5435.0
5709,3.3,50.0,1,500.0
5710,4.1,100.0,1,1366.0
5714,4.5,1000.0,1,60.0
5719,4.5,500.0,1,694.0
5744,3.6,20.0,1,2009.0
5745,3.9,500.0,1,213.0
5756,4.2,500.0,1,50338.0
5766,4.4,20.0,1,46.0
5767,4.1,500.0,1,6264.0
5770,4.2,100.0,1,194.0
5774,4.3,20.0,1,222.0
5784,4.3,50.0,1,380.0
5795,3.0,50.0,1,120.0
5798,3.5,50.0,1,4241.0
5800,4.3,100.0,1,185.0
5819,3.9,500.0,1,5171.0
5823,4.0,500.0,1,111.0
5825,3.6,50.0,1,1065.0
5827,3.7,100.0,1,130.0
5837,4.3,100.0,1,148.0
5845,3.5,20.0,1,583.0
5849,4.4,500.0,1,176.0
5857,3.9,500.0,1,819.0
5858,4.2,20.0,1,12176.0
5859,4.2,100.0,1,2130.0
5861,3.6,1000.0,1,139.0
5862,4.3,1000.0,1,116.0
5867,3.7,20.0,1,435.0
5872,3.7,20.0,1,898.0
5880,4.2,500.0,1,32963.0
5882,4.1,50.0,1,704.0
5883,3.7,100.0,1,12204.0
5889,4.6,50.0,1,440.0
5890,4.4,100.0,1,13509.0
