cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
2018-08,100.0,4.274322169059011,4.912280701754386,4.976076555023924,4.274322169059011,5.103668261562999,4.4657097288676235,4.401913875598086,4.242424242424243,5.231259968102074,4.30622009569378,5.231259968102074,3.732057416267943,4.114832535885168,4.370015948963317,3.7001594896331738,3.125996810207336,4.2105263157894735,4.146730462519936,3.7639553429027113,2.8708133971291865,3.6363636363636362,2.6794258373205744,,,,,,,,,,
2018-09,100.0,5.05388331475288,4.3478260869565215,4.162021553325901,4.533630620587142,4.162021553325901,4.42214790040877,4.570791527313267,3.9390561129691566,3.827573392790784,5.2396878483835,4.124860646599777,4.868078781122259,4.199182460052025,3.5674470457079153,3.753251579338536,3.864734299516908,4.570791527313267,3.455964325529543,3.0100334448160537,3.1586770717205495,2.7127461910070605,,,,,,,,,,,
2018-10,100.0,4.713804713804714,4.414515525626637,4.451926674148896,3.9655817433595213,4.788627010849233,4.489337822671156,4.1526374859708195,4.938271604938271,5.200149644594089,3.853348297792742,4.339693228582117,4.713804713804714,4.040404040404041,3.5166479610924055,4.040404040404041,3.179947624392069,4.227459783015338,3.8159371492704826,3.7411148522259636,2.8058361391694726,,,,,,,,,,,,
2018-11,100.0,4.498125780924615,3.8317367763431904,4.6230737192836315,3.9150354019158686,4.039983340274885,4.664723032069971,3.6651395251978345,4.24822990420658,3.998334027488547,3.040399833402749,4.123281965847563,4.039983340274885,3.206997084548105,3.5818408996251563,3.082049146189088,3.540191586838817,3.082049146189088,3.4568929612661394,2.7905039566847147,,,,,,,,,,,,,
2018-12,100.0,5.105973025048169,4.5761078998073215,4.720616570327553,4.335260115606936,5.443159922928709,4.094412331406551,5.154142581888246,3.6608863198458574,3.5163776493256265,3.94990366088632,3.94990366088632,3.371868978805395,3.7572254335260116,3.7572254335260116,3.420038535645472,3.4682080924855487,3.275529865125241,2.4566473988439306,,,,,,,,,,,,,,
2019-01,100.0,3.9575289575289574,4.874517374517374,4.440154440154441,4.198841698841699,4.247104247104247,4.584942084942085,4.247104247104247,3.7644787644787647,4.391891891891892,4.198841698841699,3.474903474903475,3.667953667953668,2.9922779922779923,3.7644787644787647,3.3783783783783785,3.523166023166023,2.364864864864865,,,,,,,,,,,,,,,
2019-02,100.0,5.200594353640416,3.96235760277365,4.457652303120357,4.3090638930163445,4.606240713224369,4.110946012877662,3.7642397226349678,4.160475482912332,4.110946012877662,3.0708271421495787,4.110946012877662,4.011887072808321,3.7147102526002973,4.061416542842991,3.0212976721149083,2.426944031698861,,,,,,,,,,,,,,,,
2019-03,100.0,4.467532467532467,5.194805194805195,4.0,4.987012987012987,3.9480519480519485,4.675324675324675,4.0,4.103896103896104,3.324675324675325,3.792207792207792,4.415584415584416,3.168831168831169,3.6363636363636362,3.116883116883117,3.0649350649350646,,,,,,,,,,,,,,,,,
2019-04,100.0,4.769828064337216,4.048807542983916,6.156405990016639,3.494176372712146,3.6605657237936775,3.882418191902385,3.105934553521908,3.6605657237936775,4.437049362174155,3.826955074875208,3.7160288408208544,3.1613976705490847,3.7714919578480313,2.939545202440377,,,,,,,,,,,,,,,,,,
2019-05,100.0,4.743519029233315,5.350248207391065,4.743519029233315,4.467733039161611,4.081632653061225,3.9713182570325425,3.3645890788747934,4.081632653061225,3.6403750689464975,2.7027027027027026,2.647545504688362,3.1439602868174292,2.7578599007170435,,,,,,,,,,,,,,,,,,,
2019-06,100.0,4.345127250155183,5.027932960893855,4.2209807572936064,4.779639975170701,3.4761018001241464,2.6691495965238983,3.8485412787088764,4.4692737430167595,3.414028553693358,3.2278088144009933,3.4761018001241464,2.8553693358162633,,,,,,,,,,,,,,,,,,,,
2019-07,100.0,3.8300418910831837,3.8300418910831837,3.4111310592459607,4.129263913824058,2.9323758228605628,3.8300418910831837,4.548174745661281,3.7701974865350087,3.1119090365050868,3.53081986834231,3.4111310592459607,,,,,,,,,,,,,,,,,,,,,
2019-08,100.0,3.9056742815033165,3.831982313927782,2.6529108327192334,2.9476787030213707,4.3478260869565215,4.274134119380987,3.0213706705969052,3.316138540899042,3.6845983787767134,2.726602800294768,,,,,,,,,,,,,,,,,,,,,,
2019-09,100.0,4.890895410082769,3.9879608728367195,2.784048156508653,3.7622272385252074,4.815650865312264,3.0850263355906695,3.6869826937547026,3.6869826937547026,2.18209179834462,,,,,,,,,,,,,,,,,,,,,,,
2019-10,100.0,3.230890464933018,3.546099290780142,3.6249014972419227,4.334121355397951,3.467297084318361,4.649330181245075,2.8368794326241136,3.0732860520094563,,,,,,,,,,,,,,,,,,,,,,,,
2019-11,100.0,3.163444639718805,3.5149384885764503,3.6028119507908607,2.724077328646749,3.8664323374340945,3.3391915641476277,1.7574692442882252,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,100.0,3.604531410916581,3.192584963954686,2.5746652935118437,3.604531410916581,3.810504634397528,2.677651905252317,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,100.0,3.0275229357798166,3.9449541284403673,3.853211009174312,3.302752293577982,3.577981651376147,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,100.0,4.541326067211625,3.8147138964577656,4.813805631244324,3.088101725703906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,100.0,4.994450610432852,3.4406215316315207,2.4417314095449503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,100.0,3.791982665222102,3.5752979414951245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,100.0,2.406738868832732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
