order_id,order_date,year,month,year_month,user_id,r_id,qty,qty_capped,amount,revenue,is_zero_amount,has_restaurant,currency,order_type,order_id_raw_tag
ORD0000032,2017-11-10,2017,11,2017-11,90799,545273.0,1,1.0,500,500.0,False,True,INR,Other,A482179686
ORD0000033,2017-11-16,2017,11,2017-11,59075,440811.0,1,1.0,333,333.0,False,True,INR,Non-Veg,B545180413
ORD0000034,2017-11-17,2017,11,2017-11,79488,420586.0,1,1.0,333,333.0,False,True,INR,Veg,C535410070
ORD0000035,2017-11-27,2017,11,2017-11,9738,448046.0,1,1.0,500,500.0,False,True,INR,Veg,A613868267
ORD0000036,2017-12-04,2017,12,2017-12,61303,187921.0,1,1.0,833,833.0,False,True,INR,Other,C412236078
ORD0000037,2017-12-08,2017,12,2017-12,70795,551512.0,1,1.0,167,167.0,False,True,INR,Veg,B590160085
ORD0000038,2017-12-11,2017,12,2017-12,25283,351387.0,1,1.0,833,833.0,False,True,INR,Other,A458399643
ORD0000039,2017-12-18,2017,12,2017-12,38951,432675.0,1,1.0,1000,1000.0,False,True,INR,Other,A718443955
ORD0000040,2017-12-27,2017,12,2017-12,63358,302868.0,2,2.0,1833,1833.0,False,True,INR,Non-Veg,E305869094
ORD0000041,2017-12-28,2017,12,2017-12,23510,567664.0,1,1.0,167,167.0,False,True,INR,Other,B271575980
ORD0000042,2018-01-05,2018,1,2018-01,55123,440878.0,1,1.0,167,167.0,False,True,INR,Other,A767507332
ORD0000043,2018-01-08,2018,1,2018-01,76741,161396.0,1,1.0,833,833.0,False,True,INR,Other,C706486955
ORD0000044,2018-01-22,2018,1,2018-01,26983,382249.0,1,1.0,167,167.0,False,True,INR,Other,C611906567
ORD0000045,2018-02-21,2018,2,2018-02,56760,161408.0,26,26.0,10657,10657.0,False,True,INR,Non-Veg,D306401856
ORD0000046,2018-02-23,2018,2,2018-02,86455,432684.0,1,1.0,167,167.0,False,True,INR,Veg,D176947814
ORD0000047,2018-08-03,2018,8,2018-08,7541,459776.0,1,1.0,157,157.0,False,True,INR,Veg,C843219523
ORD0000048,2018-08-24,2018,8,2018-08,8337,459775.0,1,1.0,315,315.0,False,True,INR,Non-Veg,A953129715
ORD0000049,2018-09-21,2018,9,2018-09,19898,420637.0,1,1.0,630,630.0,False,True,INR,Other,A305103265
ORD0000050,2018-09-28,2018,9,2018-09,69665,420479.0,1,1.0,315,315.0,False,True,INR,Non-Veg,A135590736
ORD0000051,2018-11-09,2018,11,2018-11,33769,427606.0,1,1.0,157,157.0,False,True,INR,Non-Veg,A486660320
ORD0000052,2018-11-16,2018,11,2018-11,3237,531363.0,1,1.0,472,472.0,False,True,INR,Non-Veg,A749714683
ORD0000053,2018-12-07,2018,12,2018-12,80649,156592.0,1,1.0,157,157.0,False,True,INR,Other,D473217439
ORD0000054,2018-12-14,2018,12,2018-12,64737,373319.0,1,1.0,157,157.0,False,True,INR,Non-Veg,A583390282
ORD0000055,2019-01-25,2019,1,2019-01,49747,508318.0,1,1.0,315,315.0,False,True,INR,Other,A771542255
ORD0000056,2019-02-01,2019,2,2019-02,1056,407243.0,1,1.0,157,157.0,False,True,INR,Other,B694158608
ORD0000057,2019-02-08,2019,2,2019-02,30521,187915.0,1,1.0,472,472.0,False,True,INR,Non-Veg,D526939611
ORD0000058,2019-02-15,2019,2,2019-02,76940,461724.0,1,1.0,472,472.0,False,True,INR,Other,B780614190
ORD0000059,2019-02-22,2019,2,2019-02,90825,156542.0,1,1.0,315,315.0,False,True,INR,Non-Veg,B169797917
ORD0000060,2019-03-01,2019,3,2019-03,41955,161405.0,1,1.0,472,472.0,False,True,INR,Non-Veg,B751847831
ORD0000061,2019-03-08,2019,3,2019-03,33728,462070.0,1,1.0,315,315.0,False,True,INR,Veg,E268696473
ORD0000062,2019-03-15,2019,3,2019-03,12452,224008.0,1,1.0,157,157.0,False,True,INR,Veg,D517724290
ORD0000063,2019-03-22,2019,3,2019-03,40286,165533.0,1,1.0,315,315.0,False,True,INR,Non-Veg,D972423518
ORD0000064,2019-03-29,2019,3,2019-03,53063,225827.0,1,1.0,315,315.0,False,True,INR,Other,D721433046
ORD0000065,2019-04-05,2019,4,2019-04,64787,242943.0,1,1.0,315,315.0,False,True,INR,Other,C497845631
ORD0000066,2019-04-12,2019,4,2019-04,60994,186286.0,1,1.0,787,787.0,False,True,INR,Veg,C901136728
ORD0000067,2019-04-23,2019,4,2019-04,39802,166613.0,1,1.0,630,630.0,False,True,INR,Other,D429149489
ORD0000068,2019-04-29,2019,4,2019-04,22088,500628.0,1,1.0,472,472.0,False,True,INR,Veg,D301844585
ORD0000069,2019-05-06,2019,5,2019-05,22337,186289.0,1,1.0,315,315.0,False,True,INR,Other,E565698542
ORD0000070,2019-05-10,2019,5,2019-05,6861,165532.0,1,1.0,787,787.0,False,True,INR,Veg,E472966534
ORD0000071,2019-05-17,2019,5,2019-05,20697,169281.0,1,1.0,1102,1102.0,False,True,INR,Other,A892990643
ORD0000072,2019-06-03,2019,6,2019-06,85734,408059.0,1,1.0,787,787.0,False,True,INR,Other,D107992273
ORD0000073,2019-06-07,2019,6,2019-06,5550,529171.0,1,1.0,157,157.0,False,True,INR,Non-Veg,D715818219
ORD0000074,2019-06-17,2019,6,2019-06,47992,517814.0,1,1.0,315,315.0,False,True,INR,Veg,E991494937
ORD0000075,2019-06-24,2019,6,2019-06,49789,167432.0,1,1.0,315,315.0,False,True,INR,Other,D969610753
ORD0000076,2019-06-28,2019,6,2019-06,94710,166971.0,1,1.0,315,315.0,False,True,INR,Other,D943129428
ORD0000077,2019-07-05,2019,7,2019-07,4533,516171.0,1,1.0,472,472.0,False,True,INR,Other,C531201039
ORD0000078,2019-07-12,2019,7,2019-07,97525,226299.0,1,1.0,630,630.0,False,True,INR,Veg,D832384843
ORD0000079,2019-07-19,2019,7,2019-07,38862,374706.0,1,1.0,944,944.0,False,True,INR,Other,B743418389
ORD0000080,2019-07-26,2019,7,2019-07,94083,473193.0,2,2.0,1417,1417.0,False,True,INR,Veg,C503551275
ORD0000081,2019-08-02,2019,8,2019-08,70963,167412.0,2,2.0,1417,1417.0,False,True,INR,Non-Veg,D211269872
ORD0000082,2019-08-09,2019,8,2019-08,1256,503717.0,1,1.0,787,787.0,False,True,INR,Other,C373758906
ORD0000083,2019-08-16,2019,8,2019-08,86135,165530.0,1,1.0,1259,1259.0,False,True,INR,Other,A369248291
ORD0000084,2019-09-02,2019,9,2019-09,56042,255925.0,2,2.0,1574,1574.0,False,True,INR,Veg,A945324319
ORD0000085,2019-09-03,2019,9,2019-09,24835,225921.0,1,1.0,630,630.0,False,True,INR,Veg,A667543874
ORD0000086,2019-09-06,2019,9,2019-09,86873,549242.0,1,1.0,157,157.0,False,True,INR,Other,A262113283
ORD0000087,2019-09-13,2019,9,2019-09,43518,321587.0,2,2.0,1417,1417.0,False,True,INR,Other,D277768151
ORD0000088,2019-09-20,2019,9,2019-09,4139,439487.0,1,1.0,630,630.0,False,True,INR,Veg,E185357905
ORD0000089,2019-09-23,2019,9,2019-09,60230,397980.0,200,200.0,66111,66111.0,False,True,INR,Other,A776773300
ORD0000090,2019-09-27,2019,9,2019-09,17407,304302.0,2,2.0,1884,1884.0,False,True,INR,Non-Veg,C194079377
ORD0000091,2019-10-07,2019,10,2019-10,97062,533186.0,1,1.0,944,944.0,False,True,INR,Non-Veg,C761344863
ORD0000092,2019-10-28,2019,10,2019-10,22637,478348.0,7,7.0,2574,2574.0,False,True,INR,Other,E521760453
ORD0000093,2019-11-08,2019,11,2019-11,89402,138890.0,1,1.0,630,630.0,False,True,INR,Veg,E438696584
ORD0000094,2019-11-15,2019,11,2019-11,22934,553999.0,1,1.0,472,472.0,False,True,INR,Other,C141847022
ORD0000095,2019-11-22,2019,11,2019-11,94097,410839.0,1,1.0,944,944.0,False,True,INR,Non-Veg,D614690500
ORD0000096,2019-11-29,2019,11,2019-11,69318,137701.0,2,2.0,1417,1417.0,False,True,INR,Non-Veg,D434061543
ORD0000097,2019-12-06,2019,12,2019-12,30973,575990.0,1,1.0,1259,1259.0,False,True,INR,Non-Veg,A538734370
ORD0000098,2019-12-13,2019,12,2019-12,95622,410838.0,4,4.0,3773,3773.0,False,True,INR,Non-Veg,B348951070
ORD0000099,2019-12-20,2019,12,2019-12,75375,397258.0,1,1.0,315,315.0,False,True,INR,Other,D652991477
ORD0000100,2020-01-09,2020,1,2020-01,67309,133352.0,1,1.0,630,630.0,False,True,INR,Non-Veg,C110136797
ORD0000101,2020-01-10,2020,1,2020-01,32001,150497.0,1,1.0,472,472.0,False,True,INR,Other,E564895697
ORD0000102,2020-01-17,2020,1,2020-01,27878,383716.0,2,2.0,2042,2042.0,False,True,INR,Non-Veg,A776142547
ORD0000103,2020-02-07,2020,2,2020-02,44282,113948.0,1,1.0,417,417.0,False,True,INR,Veg,C666503493
ORD0000104,2020-02-14,2020,2,2020-02,72118,431552.0,1,1.0,310,310.0,False,True,INR,Other,A421251353
ORD0000105,2020-02-28,2020,2,2020-02,7393,412357.0,1,1.0,208,208.0,False,True,INR,Other,D498501656
ORD0000106,2020-03-06,2020,3,2020-03,60723,102037.0,1,1.0,620,620.0,False,True,INR,Other,E217342903
ORD0000107,2020-03-13,2020,3,2020-03,8510,578207.0,1,1.0,620,620.0,False,True,INR,Non-Veg,C862564288
ORD0000108,2020-04-03,2020,4,2020-04,35057,565260.0,1,1.0,829,829.0,False,True,INR,Non-Veg,A891532613
ORD0000109,2020-04-14,2020,4,2020-04,12548,101351.0,4,4.0,2694,2694.0,False,True,INR,Veg,D149893825
ORD0000110,2020-04-20,2020,4,2020-04,75828,480203.0,1,1.0,102,102.0,False,True,INR,Non-Veg,A428613642
ORD0000111,2020-05-15,2020,5,2020-05,77161,102842.0,2,2.0,528,528.0,False,True,INR,Other,B813647541
ORD0000112,2017-10-24,2017,10,2017-10,6335,138891.0,1,1.0,380,380.0,False,True,INR,Veg,E160528059
ORD0000113,2017-10-25,2017,10,2017-10,26962,143143.0,1,1.0,560,560.0,False,True,INR,Veg,A110631298
ORD0000114,2017-10-30,2017,10,2017-10,62482,558957.0,1,1.0,560,560.0,False,True,INR,Non-Veg,E597675967
ORD0000115,2017-11-27,2017,11,2017-11,49458,489011.0,1,1.0,1116,1116.0,False,True,INR,Other,E730161752
ORD0000116,2017-12-11,2017,12,2017-12,55705,428013.0,1,1.0,657,657.0,False,True,INR,Veg,A918687778
ORD0000117,2017-12-12,2017,12,2017-12,3659,116273.0,1,1.0,560,560.0,False,True,INR,Veg,A740493653
ORD0000118,2017-12-19,2017,12,2017-12,15765,478936.0,1,1.0,657,657.0,False,True,INR,Non-Veg,A447519528
ORD0000119,2018-02-12,2018,2,2018-02,98573,477627.0,1,1.0,560,560.0,False,True,INR,Other,E978203911
ORD0000120,2018-10-19,2018,10,2018-10,7042,437616.0,11,11.0,6218,6218.0,False,True,INR,Non-Veg,E573347215
ORD0000121,2017-11-20,2017,11,2017-11,33021,550910.0,7,7.0,2426,2426.0,False,True,INR,Veg,E656348396
ORD0000122,2017-11-24,2017,11,2017-11,79414,342366.0,33,33.0,15278,15278.0,False,True,INR,Veg,A212672099
ORD0000123,2018-11-14,2018,11,2018-11,5021,557008.0,3,3.0,3032,3032.0,False,True,INR,Non-Veg,E497791527
ORD0000124,2019-05-22,2019,5,2019-05,9751,97199.0,2,2.0,3194,3194.0,False,True,INR,Veg,E219378239
ORD0000125,2019-05-23,2019,5,2019-05,90157,134569.0,1,1.0,912,912.0,False,True,INR,Other,B761013719
ORD0000126,2019-05-28,2019,5,2019-05,81405,183009.0,1,1.0,1824,1824.0,False,True,INR,Veg,A633413160
ORD0000127,2019-05-29,2019,5,2019-05,22196,174586.0,1,1.0,458,458.0,False,True,INR,Other,B184925165
ORD0000128,2019-05-31,2019,5,2019-05,54311,494588.0,3,3.0,4444,4444.0,False,True,INR,Other,C879377670
ORD0000129,2019-06-03,2019,6,2019-06,7130,102042.0,1,1.0,458,458.0,False,True,INR,Veg,A635745337
ORD0000130,2019-06-04,2019,6,2019-06,4820,431339.0,1,1.0,458,458.0,False,True,INR,Other,B391020043
ORD0000131,2019-06-05,2019,6,2019-06,51986,109550.0,1,1.0,1824,1824.0,False,True,INR,Non-Veg,A971942429
ORD0000132,2019-06-05,2019,6,2019-06,60272,477628.0,2,2.0,2667,2667.0,False,True,INR,Other,E347987347
ORD0000133,2019-06-06,2019,6,2019-06,81439,129550.0,14,14.0,19171,19171.0,False,True,INR,Other,A309706529
ORD0000134,2019-06-07,2019,6,2019-06,24228,387674.0,1,1.0,458,458.0,False,True,INR,Non-Veg,D634001426
ORD0000135,2019-06-11,2019,6,2019-06,85740,183165.0,1,1.0,458,458.0,False,True,INR,Veg,E664324802
ORD0000136,2019-06-12,2019,6,2019-06,99692,310273.0,1,1.0,458,458.0,False,True,INR,Non-Veg,A343397566
ORD0000137,2019-06-14,2019,6,2019-06,6099,293915.0,1,1.0,1370,1370.0,False,True,INR,Other,B665008353
ORD0000138,2019-06-14,2019,6,2019-06,20384,131676.0,2,2.0,2667,2667.0,False,True,INR,Other,C246028391
ORD0000139,2019-06-17,2019,6,2019-06,40087,109258.0,1,1.0,1333,1333.0,False,True,INR,Non-Veg,D171826179
ORD0000140,2019-06-18,2019,6,2019-06,31820,483552.0,1,1.0,597,597.0,False,True,INR,Non-Veg,E322181937
ORD0000141,2019-06-18,2019,6,2019-06,66852,517939.0,7,7.0,8889,8889.0,False,True,INR,Veg,E197294428
ORD0000142,2019-06-19,2019,6,2019-06,20461,154840.0,1,1.0,1778,1778.0,False,True,INR,Non-Veg,B374504609
ORD0000143,2019-06-28,2019,6,2019-06,64296,494001.0,7,7.0,9130,9130.0,False,True,INR,Other,B759650596
ORD0000144,2018-04-23,2018,4,2018-04,96599,489362.0,1,1.0,602,602.0,False,True,INR,Veg,C663045159
ORD0000145,2018-05-03,2018,5,2018-05,52610,510109.0,2,2.0,3227,3227.0,False,True,INR,Non-Veg,E611944538
ORD0000146,2018-05-04,2018,5,2018-05,21899,249335.0,1,1.0,449,449.0,False,True,INR,Other,C513170081
ORD0000147,2018-05-07,2018,5,2018-05,70074,174458.0,1,1.0,449,449.0,False,True,INR,Veg,B756713652
ORD0000148,2018-05-09,2018,5,2018-05,37250,129691.0,1,1.0,449,449.0,False,True,INR,Other,D418660463
ORD0000149,2018-05-11,2018,5,2018-05,72426,139864.0,1,1.0,449,449.0,False,True,INR,Non-Veg,B474088994
ORD0000150,2018-05-11,2018,5,2018-05,18079,486482.0,7,7.0,9880,9880.0,False,True,INR,Other,B751870523
ORD0000151,2018-05-16,2018,5,2018-05,62919,109839.0,1,1.0,301,301.0,False,True,INR,Other,D324725567
ORD0000152,2018-05-16,2018,5,2018-05,94707,102219.0,6,6.0,7954,7954.0,False,True,INR,Other,B552931432
ORD0000153,2018-05-17,2018,5,2018-05,97031,364571.0,1,1.0,2153,2153.0,False,True,INR,Non-Veg,D271439030
ORD0000154,2018-05-17,2018,5,2018-05,41199,413342.0,4,4.0,5306,5306.0,False,True,INR,Non-Veg,E371626016
ORD0000155,2018-05-18,2018,5,2018-05,77922,387177.0,1,1.0,1801,1801.0,False,True,INR,Veg,C899032879
ORD0000156,2018-05-23,2018,5,2018-05,51642,141706.0,2,2.0,2699,2699.0,False,True,INR,Other,C200553075
ORD0000157,2018-05-24,2018,5,2018-05,76180,501701.0,1,1.0,1616,1616.0,False,True,INR,Other,E403038504
ORD0000158,2018-05-25,2018,5,2018-05,72634,456922.0,2,2.0,2245,2245.0,False,True,INR,Veg,D905886985
ORD0000159,2018-05-26,2018,5,2018-05,59836,102582.0,1,1.0,0,,True,True,INR,Other,A161956996
ORD0000160,2018-05-28,2018,5,2018-05,26473,405031.0,1,1.0,903,903.0,False,True,INR,Other,A244807514
ORD0000161,2018-05-29,2018,5,2018-05,79770,263185.0,4,4.0,5306,5306.0,False,True,INR,Other,B754970096
ORD0000162,2018-05-30,2018,5,2018-05,88503,109549.0,3,3.0,3778,3778.0,False,True,INR,Veg,A370332998
ORD0000163,2018-05-31,2018,5,2018-05,83948,487422.0,1,1.0,537,537.0,False,True,INR,Non-Veg,B758043582
ORD0000164,2018-05-31,2018,5,2018-05,36470,163436.0,1,1.0,1417,1417.0,False,True,INR,Veg,D419133604
ORD0000165,2018-05-31,2018,5,2018-05,28527,282630.0,4,4.0,5306,5306.0,False,True,INR,Veg,A913055268
ORD0000166,2018-06-01,2018,6,2018-06,63006,255651.0,1,1.0,472,472.0,False,True,INR,Veg,D220193932
ORD0000167,2018-06-01,2018,6,2018-06,18923,549624.0,3,3.0,4051,4051.0,False,True,INR,Veg,D945289678
ORD0000168,2018-06-01,2018,6,2018-06,94662,413451.0,10,10.0,14815,14815.0,False,True,INR,Other,A836531028
ORD0000169,2018-06-06,2018,6,2018-06,73355,523044.0,3,3.0,4495,4495.0,False,True,INR,Other,C306070484
ORD0000170,2018-06-07,2018,6,2018-06,79063,102038.0,2,2.0,2690,2690.0,False,True,INR,Veg,C334249183
ORD0000171,2018-06-07,2018,6,2018-06,38422,403754.0,1,1.0,1417,1417.0,False,True,INR,Veg,E500110391
ORD0000172,2018-06-08,2018,6,2018-06,65501,545808.0,1,1.0,449,449.0,False,True,INR,Veg,B919120638
ORD0000173,2018-06-08,2018,6,2018-06,390,439417.0,18,18.0,23866,23866.0,False,True,INR,Veg,E104170446
ORD0000174,2018-06-11,2018,6,2018-06,74308,390478.0,1,1.0,898,898.0,False,True,INR,Veg,D582532099
ORD0000175,2018-06-11,2018,6,2018-06,10829,103649.0,3,3.0,4940,4940.0,False,True,INR,Other,E327114869
ORD0000176,2018-06-13,2018,6,2018-06,18627,430451.0,1,1.0,449,449.0,False,True,INR,Veg,D624453140
ORD0000177,2018-06-14,2018,6,2018-06,95761,518548.0,1,1.0,2153,2153.0,False,True,INR,Non-Veg,D371528015
ORD0000178,2018-06-14,2018,6,2018-06,65289,518819.0,1,1.0,472,472.0,False,True,INR,Non-Veg,D358935048
ORD0000179,2018-06-14,2018,6,2018-06,12714,447526.0,1,1.0,449,449.0,False,True,INR,Other,A711031932
ORD0000180,2018-06-14,2018,6,2018-06,44862,102579.0,4,4.0,5306,5306.0,False,True,INR,Other,D265696672
ORD0000181,2018-06-15,2018,6,2018-06,72306,126128.0,3,3.0,3602,3602.0,False,True,INR,Other,E747131297
ORD0000182,2018-06-18,2018,6,2018-06,41736,518803.0,4,4.0,3583,3583.0,False,True,INR,Veg,B149804704
ORD0000183,2018-06-18,2018,6,2018-06,52484,377434.0,4,4.0,4954,4954.0,False,True,INR,Other,D349683322
ORD0000184,2018-06-21,2018,6,2018-06,28492,442180.0,1,1.0,1889,1889.0,False,True,INR,Other,C827728905
ORD0000185,2018-07-18,2018,7,2018-07,69086,129551.0,1,1.0,472,472.0,False,True,INR,Veg,B962695880
ORD0000186,2018-07-18,2018,7,2018-07,70248,577891.0,1,1.0,1352,1352.0,False,True,INR,Veg,D706975000
ORD0000187,2018-07-19,2018,7,2018-07,79404,462172.0,1,1.0,1616,1616.0,False,True,INR,Non-Veg,B800989811
ORD0000188,2018-07-19,2018,7,2018-07,23302,104481.0,1,1.0,449,449.0,False,True,INR,Veg,E364340295
ORD0000189,2018-07-23,2018,7,2018-07,88139,536499.0,1,1.0,1801,1801.0,False,True,INR,Other,B965571779
ORD0000190,2018-07-30,2018,7,2018-07,89503,532670.0,1,1.0,1801,1801.0,False,True,INR,Veg,C975389687
ORD0000191,2019-01-25,2019,1,2019-01,63311,113036.0,1,1.0,449,449.0,False,True,INR,Non-Veg,B809366755
ORD0000192,2019-02-04,2019,2,2019-02,38163,536328.0,1,1.0,449,449.0,False,True,INR,Veg,D652856194
ORD0000193,2019-02-20,2019,2,2019-02,41993,109548.0,1,1.0,449,449.0,False,True,INR,Other,C393089697
ORD0000194,2019-03-13,2019,3,2019-03,39307,364627.0,1,1.0,444,444.0,False,True,INR,Other,E578226252
ORD0000195,2019-03-28,2019,3,2019-03,97619,104147.0,1,1.0,444,444.0,False,True,INR,Other,A162072390
ORD0000196,2019-04-30,2019,4,2019-04,95267,553404.0,1,1.0,0,,True,True,INR,Other,C990954946
ORD0000197,2017-10-06,2017,10,2017-10,76228,271964.0,1,1.0,505,505.0,False,True,INR,Veg,C750294995
ORD0000198,2017-10-13,2017,10,2017-10,88936,102041.0,1,1.0,1514,1514.0,False,True,INR,Veg,B675512591
ORD0000199,2017-10-20,2017,10,2017-10,94962,497063.0,1,1.0,2023,2023.0,False,True,INR,Veg,D392146422
ORD0000200,2017-10-27,2017,10,2017-10,64618,378028.0,25,25.0,37889,37889.0,False,True,INR,Non-Veg,E740490103
ORD0000201,2018-02-08,2018,2,2018-02,26758,549633.0,1,1.0,593,593.0,False,True,INR,Non-Veg,D629839424
ORD0000202,2018-02-16,2018,2,2018-02,75559,143194.0,1,1.0,597,597.0,False,True,INR,Other,A921780981
ORD0000203,2018-02-26,2018,2,2018-02,51444,327008.0,1,1.0,2389,2389.0,False,True,INR,Other,D731614481
ORD0000204,2018-03-01,2018,3,2018-03,13095,497638.0,1,1.0,593,593.0,False,True,INR,Non-Veg,A260724815
ORD0000205,2018-03-02,2018,3,2018-03,16154,580202.0,1,1.0,1194,1194.0,False,True,INR,Veg,C568282280
ORD0000206,2018-03-05,2018,3,2018-03,99658,377292.0,8,8.0,13736,13736.0,False,True,INR,Non-Veg,C994444871
ORD0000207,2018-03-12,2018,3,2018-03,82709,102571.0,1,1.0,1194,1194.0,False,True,INR,Other,A613174281
ORD0000208,2018-04-03,2018,4,2018-04,55321,476303.0,1,1.0,597,597.0,False,True,INR,Other,E717533093
ORD0000209,2018-04-09,2018,4,2018-04,9717,451742.0,1,1.0,597,597.0,False,True,INR,Veg,B545637791
ORD0000210,2018-04-13,2018,4,2018-04,22741,451743.0,1,1.0,597,597.0,False,True,INR,Non-Veg,A385423056
ORD0000211,2018-04-24,2018,4,2018-04,47750,116272.0,17,17.0,17472,17472.0,False,True,INR,Veg,E693378212
ORD0000212,2018-04-26,2018,4,2018-04,79403,102581.0,2,2.0,2986,2986.0,False,True,INR,Non-Veg,E525193443
ORD0000213,2018-04-27,2018,4,2018-04,11797,508701.0,2,2.0,2986,2986.0,False,True,INR,Other,C867376719
ORD0000214,2018-05-07,2018,5,2018-05,78696,549383.0,1,1.0,597,597.0,False,True,INR,Veg,E109272507
ORD0000215,2018-05-14,2018,5,2018-05,36572,440950.0,1,1.0,1194,1194.0,False,True,INR,Non-Veg,C729105982
ORD0000216,2018-05-18,2018,5,2018-05,64023,355561.0,1,1.0,796,796.0,False,True,INR,Non-Veg,A181297424
ORD0000217,2018-05-31,2018,5,2018-05,44725,462505.0,26,26.0,26722,26722.0,False,True,INR,Non-Veg,D848488183
ORD0000218,2018-06-11,2018,6,2018-06,40667,186264.0,1,1.0,796,796.0,False,True,INR,Non-Veg,C844699662
ORD0000219,2018-06-13,2018,6,2018-06,74544,211142.0,1,1.0,796,796.0,False,True,INR,Non-Veg,D464555125
ORD0000220,2018-06-14,2018,6,2018-06,54146,489422.0,1,1.0,3185,3185.0,False,True,INR,Veg,D495286969
ORD0000221,2018-06-18,2018,6,2018-06,39568,401391.0,1,1.0,796,796.0,False,True,INR,Non-Veg,E151449957
ORD0000222,2018-06-22,2018,6,2018-06,91996,354669.0,1,1.0,2389,2389.0,False,True,INR,Veg,A522325788
ORD0000223,2018-06-29,2018,6,2018-06,1471,519622.0,1,1.0,3185,3185.0,False,True,INR,Non-Veg,D823166061
ORD0000224,2018-07-09,2018,7,2018-07,75222,153339.0,2,2.0,5574,5574.0,False,True,INR,Veg,B331475020
ORD0000225,2018-07-13,2018,7,2018-07,95293,443028.0,1,1.0,796,796.0,False,True,INR,Non-Veg,C386894499
